ProductCode,Product Description
520611,-- Measuring 714.29 decitex or more (not exceeding 14 metric number)
520612,-- Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number)
520613,-- Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number)
520614,-- Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)
520615,-- Measuring less than 125 decitex (exceeding 80 metric number)
520621,-- Measuring 714.29 decitex or more (not exceeding 14 metric number)
520622,-- Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number)
520623,-- Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number)
520624,-- Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)
520625,-- Measuring less than 125 decitex (exceeding 80 metric number)
520631,-- Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn)
520632,-- Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)
520633,-- Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)
520634,-- Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)
520635,-- Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn)
520641,-- Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn)
520642,-- Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)
520643,-- Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)
520644,-- Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)
520645,-- Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn)
5207,Cotton yarn (other than sewing thread) put up for retail sale.
520710,- Containing 85 % or more by weight of cotton
520790,- Other
5208,"Woven fabrics of cotton, containing 85 % or more by weight of cotton, weighing not more than 200 g/m2."
520811,"-- Plain weave, weighing not more than 100 g/m2"
520812,"-- Plain weave, weighing more than 100 g/m2"
520813,"-- 3-thread or 4-thread twill, including cross twill"
520819,-- Other fabrics
520821,"-- Plain weave, weighing not more than 100 g/m2"
520822,"-- Plain weave, weighing more than 100 g/m2"
520823,"-- 3-thread or 4-thread twill, including cross twill"
520829,-- Other fabrics
520831,"-- Plain weave, weighing not more than 100 g/m2"
520832,"-- Plain weave, weighing more than 100 g/m2"
520833,"-- 3-thread or 4-thread twill, including cross twill"
520839,-- Other fabrics
520841,"-- Plain weave, weighing not more than 100 g/m2"
520842,"-- Plain weave, weighing more than 100 g/m2"
520843,"-- 3-thread or 4-thread twill, including cross twill"
520849,-- Other fabrics
520851,"-- Plain weave, weighing not more than 100 g/m2"
520852,"-- Plain weave, weighing more than 100 g/m2"
520853,"(-2006)  --3-thread or 4-thread twill, including cross twill"
520859,-- Other fabrics
5209,"Woven fabrics of cotton, containing 85 % or more by weight of cotton, weighing more than 200 g/m2."
520911,-- Plain weave
520912,"-- 3-thread or 4-thread twill, including cross twill"
520919,-- Other fabrics
520921,-- Plain weave
520922,"-- 3-thread or 4-thread twill, including cross twill"
520929,-- Other fabrics
520931,-- Plain weave
520932,"-- 3-thread or 4-thread twill, including cross twill"
520939,-- Other fabrics
520941,-- Plain weave
520942,-- Denim
520943,"-- Other fabrics of 3-thread or 4-thread twill, including cross twill"
520949,-- Other fabrics
520951,-- Plain weave
520952,"-- 3-thread or 4-thread twill, including cross twill"
520959,-- Other fabrics
5210,"Woven fabrics of cotton, containing less than 85 % by weight of cotton, mixed mainly or solely with man-made fibres, weighing not more than 200 g/m2."
521011,-- Plain weave
521012,"(-2006)  --3-thread or 4-thread twill, including cross twill"
521019,-- Other fabrics
521021,-- Plain weave
521022,"(-2006)  --3-thread or 4-thread twill, including cross twill"
521029,-- Other fabrics
521031,-- Plain weave
521032,"-- 3-thread or 4-thread twill, including cross twill"
521039,-- Other fabrics
521041,-- Plain weave
521042,"(-2006)  --3-thread or 4-thread twill, including cross twill"
521049,-- Other fabrics
521051,-- Plain weave
521052,"(-2006)  --3-thread or 4-thread twill, including cross twill"
521059,-- Other fabrics
5211,"Woven fabrics of cotton, containing less than 85 % by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200 g/m2."
521111,-- Plain weave
521112,"-- 3-thread or 4-thread twill, including cross twill"
521119,-- Other fabrics
521120,(2007-) - Bleached
521121,(-2006)  -- Plain weave
521122,"(-2006)  --3-thread or 4-thread twill, including cross twill"
521129,(-2006)  -- Other fabrics
521131,-- Plain weave
521132,"-- 3-thread or 4-thread twill, including cross twill"
521139,-- Other fabrics
521141,-- Plain weave
521142,-- Denim
521143,"-- Other fabrics of 3-thread or 4-thread twill, including cross twill"
521149,-- Other fabrics
521151,-- Plain weave
521152,"-- 3-thread or 4-thread twill, including cross twill"
521159,-- Other fabrics
5212,Other woven fabrics of cotton.
521211,-- Unbleached
521212,-- Bleached
521213,-- Dyed
521214,-- Of yarns of different colours
521215,-- Printed
521221,-- Unbleached
521222,-- Bleached
521223,-- Dyed
521224,-- Of yarns of different colours
521225,-- Printed
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN
5301,"Flax, raw or processed but not spun; flax tow and waste (including yarn waste and garnetted stock)."
530110,"- Flax, raw or retted"
530121,-- Broken or scutched
530129,-- Other
530130,- Flax tow and waste
5302,"True hemp (Cannabis sativa L.), raw or processed but not spun; tow and waste of true hemp (including yarn waste and garnetted stock)."
530210,"- True hemp, raw or retted"
530290,- Other
5303,"Jute and other textile bast fibres (excluding flax, true hemp and ramie), raw or processed but not spun; tow and waste of these fibres (including yarn waste and garnetted stock)."
530310,"-Jute and other textile bast fibres, raw or retted"
530390,- Other
5304,"(-2006) Sisal and other textile fibres of the genus Agave, raw or processed, but not spun; tow and waste of such fibres, incl. yarn waste and garnetted stock"
530410,"(-2006)  - Sisal and other textile fibres of the genus Agave, raw"
530490,(-2006)  - Other
5305,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or included, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)."
530500,"(2007-) Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or included, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)."
530511,(-2006)  -- Raw
530519,(-2006)  -- Other
530521,(-2006)  -- Raw
530529,(-2006)  -- Other
530590,(2002-2006) - Other
530591,(-2001) - - Raw
530599,(-2001) - - Other
5306,Flax yarn.
530610,- Single
530620,- Multiple (folded) or cabled
5307,Yarn of jute or of other textile bast fibres of heading 53.03.
530710,- Single
530720,- Multiple (folded) or cabled
5308,Yarn of other vegetable textile fibres; paper yarn.
530810,- Coir yarn
530820,- True hemp yarn
530830,(-2001) - Paper yarn
530890,- Other
5309,Woven fabrics of flax.
530911,-- Unbleached or bleached
530919,-- Other
530921,-- Unbleached or bleached
530929,-- Other
5310,Woven fabrics of jute or of other textile bast fibres of heading 53.03.
531010,- Unbleached
531090,- Other
5311,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn.
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn.
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS
5401,"Sewing thread of man-made filaments, whether or not put up for retail sale."
540110,- Of synthetic filaments
540120,- Of artificial filaments
5402,"Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex."
540210,(-2006) - High tenacity yarn of nylon or other polyamides
540211,(2007-) -- Of aramids
540219,(2007-) -- Other
540220,- High tenacity yarn of polyesters
540231,"-- Of nylon or other polyamides, measuring per single yarn not more than 50 tex"
540232,"-- Of nylon or other polyamides, measuring per single yarn more than 50 tex"
540233,-- Of polyesters
540234,(2007-) -- Of polypropylene
540239,-- Other
540241,(-2006) -- Of nylon or other polyamides
540242,"(-2006)  -- Of polyesters, partially oriented"
540243,"(-2006)  -- Of polyesters, other"
540244,(2007-) -- Elastomeric
540245,"(2007-) -- Other, of nylon or other polyamides"
540246,"(2007-) -- Other, of polyesters, partially oriented"
540247,"(2007-) -- Other, of polyesters"
540248,"(2007-) -- Other, of polypropylene"
540249,-- Other
540251,-- Of nylon or other polyamides
540252,-- Of polyesters
540259,-- Other
540261,-- Of nylon or other polyamides
540262,-- Of polyesters
540269,-- Other
5403,"Artificial filament yarn (other than sewing thread), not put up for retail sale, including artificial monofilament of less than 67 decitex."
540310,- High tenacity yarn of viscose rayon
540320,(-2006)  - Textured yarn
540331,"-- Of viscose rayon, untwisted or with a twist not exceeding 120 turns per metre"
540332,"-- Of viscose rayon, with a twist exceeding 120 turns per metre"
540333,-- Of cellulose acetate
540339,-- Other
540341,-- Of viscose rayon
540342,-- Of cellulose acetate
540349,-- Other
5404,"Synthetic monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw) of synthetic textile materials of an apparent width not exceeding 5 mm."
540410,(-2006)  - Monofilament
540411,(2007-) -- Elastomeric
540412,"(2007-) -- Other, of polypropylene"
540419,(2007-) -- Other
540490,- Other
5405,"Artificial monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw) of artificial textile materials of an apparent width not exceeding 5 mm."
540500,"Artificial monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw) of artificial textile materials of an apparent width not exceeding 5 mm."
5406,"Man-made filament yarn (other than sewing thread), put up for retail sale."
540600,"(2007-) Man-made filament yarn (other than sewing thread), put up for retail sale."
540610,(-2006)  - Synthetic filament yarn
540620,(-2006)  - Artificial filament yarn
5407,"Woven fabrics of synthetic filament yarn, including woven fabrics obtained from materials of heading 54.04."
540710,- Woven fabrics obtained from high tenacity yarn of nylon or other polyamides or of polyesters
540720,- Woven fabrics obtained from strip or the like
540730,- Fabrics specified in Note 9 to Section XI
540741,-- Unbleached or bleached
540742,-- Dyed
540743,-- Of yarns of different colours
540744,-- Printed
540751,-- Unbleached or bleached
540752,-- Dyed
540753,-- Of yarns of different colours
540754,-- Printed
540760,"(-1995) Other woven fabrics, containing 85 % or more by weight of non-textured polyester filaments"
540761,(1996-) -- Containing 85 % or more by weight of non-textured polyester filaments
540769,(1996-) -- Other
540771,-- Unbleached or bleached
540772,-- Dyed
540773,-- Of yarns of different colours
540774,-- Printed
540781,-- Unbleached or bleached
540782,-- Dyed
540783,-- Of yarns of different colours
540784,-- Printed
540791,-- Unbleached or bleached
540792,-- Dyed
540793,-- Of yarns of different colours
540794,-- Printed
5408,"Woven fabrics of artificial filament yarn, including woven fabrics obtained from materials of heading 54.05."
540810,- Woven fabrics obtained from high tenacity yarn of viscose rayon
540821,-- Unbleached or bleached
540822,-- Dyed
540823,-- Of yarns of different colours
540824,-- Printed
540831,-- Unbleached or bleached
540832,-- Dyed
540833,-- Of yarns of different colours
540834,-- Printed
55,MAN-MADE STAPLE FIBRES
5501,Synthetic filament tow.
550110,- Of nylon or other polyamides
550120,- Of polyesters
550130,- Acrylic or modacrylic
550140,(2007-) - Of polypropylene
550190,- Other
5502,Artificial filament tow.
550200,Artificial filament tow.
5503,"Synthetic staple fibres, not carded, combed or otherwise processed for spinning."
550310,(-2006)  - Of nylon or other polyamides
550311,(2007-) -- Of aramids
550319,(2007-) -- Other
550320,- Of polyesters
550330,- Acrylic or modacrylic
550340,- Of polypropylene
550390,- Other
5504,"Artificial staple fibres, not carded, combed or otherwise processed for spinning."
550410,- Of viscose rayon
550490,- Other
5505,"Waste (including noils, yarn waste and garnetted stock) of man- made fibres."
550510,- Of synthetic fibres
550520,- Of artificial fibres
5506,"Synthetic staple fibres, carded, combed or otherwise processed for spinning."
550610,- Of nylon or other polyamides
550620,- Of polyesters
550630,- Acrylic or modacrylic
550690,- Other
5507,"Artificial staple fibres, carded, combed or otherwise processed for spinning."
550700,"Artificial staple fibres, carded, combed or otherwise processed for spinning."
5508,"Sewing thread of man-made staple fibres, whether or not put up for retail sale."
550810,- Of synthetic staple fibres
550820,- Of artificial staple fibres
5509,"Yarn (other than sewing thread) of synthetic staple fibres, not put up for retail sale."
550911,-- Single yarn
550912,-- Multiple (folded) or cabled yarn
550921,-- Single yarn
550922,-- Multiple (folded) or cabled yarn
550931,-- Single yarn
550932,-- Multiple (folded) or cabled yarn
550941,-- Single yarn
550942,-- Multiple (folded) or cabled yarn
550951,-- Mixed mainly or solely with artificial staple fibres
550952,-- Mixed mainly or solely with wool or fine animal hair
550953,-- Mixed mainly or solely with cotton
550959,-- Other
550961,-- Mixed mainly or solely with wool or fine animal hair
550962,-- Mixed mainly or solely with cotton
550969,-- Other
550991,-- Mixed mainly or solely with wool or fine animal hair
550992,-- Mixed mainly or solely with cotton
550999,-- Other
5510,"Yarn (other than sewing thread) of artificial staple fibres, not put up for retail sale."
551011,-- Single yarn
551012,-- Multiple (folded) or cabled yarn
551020,"- Other yarn, mixed mainly or solely with wool or fine animal hair"
551030,"- Other yarn, mixed mainly or solely with cotton"
551090,- Other yarn
5511,"Yarn (other than sewing thread) of man-made staple fibres, put up for retail sale."
551110,"- Of synthetic staple fibres, containing 85 % or more by weight of such fibres"
551120,"- Of synthetic staple fibres, containing less than 85 % by weight of such fibres"
551130,- Of artificial staple fibres
5512,"Woven fabrics of synthetic staple fibres, containing 85 % or more by weight of synthetic staple fibres."
551211,-- Unbleached or bleached
551219,-- Other
551221,-- Unbleached or bleached
551229,-- Other
551291,-- Unbleached or bleached
551299,-- Other
5513,"Woven fabrics of synthetic staple fibres, containing less than 85 % by weight of such fibres, mixed mainly or solely with cotton, of a weight not exceeding 170 g/m²."
551311,"-- Of polyester staple fibres, plain weave"
551312,"-- 3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
551313,-- Other woven fabrics of polyester staple fibres
551319,-- Other woven fabrics
551321,"-- Of polyester staple fibres, plain weave"
551322,"(-2006)  --3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
551323,-- Other woven fabrics of polyester staple fibres
551329,-- Other woven fabrics
551331,"-- Of polyester staple fibres, plain weave"
551332,"(-2006)  --3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
551333,(-2006)  -- Other woven fabrics of polyester staple fibres
551339,-- Other woven fabrics
551341,"-- Of polyester staple fibres, plain weave"
551342,"(-2006)  --3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
551343,(-2006)  -- Other woven fabrics of polyester staple fibres
551349,-- Other woven fabrics
5514,"Woven fabrics of synthetic staple fibres, containing less than 85 % by weight of such fibres, mixed mainly or solely with cotton, of a weight exceeding 170 g/m²."
551411,"-- Of polyester staple fibres, plain weave"
551412,"-- 3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
551413,(-2006)  -- Other woven fabrics of polyester staple fibres
551419,-- Other woven fabrics
551421,"-- Of polyester staple fibres, plain weave"
551422,"-- 3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
551423,-- Other woven fabrics of polyester staple fibres
551429,-- Other woven fabrics
551430,(2007-) - Of yarns of different colours
551431,"(-2006)  -- Of polyester staple fibres, plain weave"
551432,"(-2006)  --3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
551433,(-2006)  -- Other woven fabrics of polyester staple fibres
551439,(-2006)  -- Other woven fabrics
551441,"-- Of polyester staple fibres, plain weave"
551442,"-- 3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
551443,-- Other woven fabrics of polyester staple fibres
551449,-- Other woven fabrics
5515,Other woven fabrics of synthetic staple fibres.
551511,-- Mixed mainly or solely with viscose rayon staple fibres
551512,-- Mixed mainly or solely with man-made filaments
551513,-- Mixed mainly or solely with wool or fine animal hair
551519,-- Other
551521,-- Mixed mainly or solely with man-made filaments
551522,-- Mixed mainly or solely with wool or fine animal hair
551529,-- Other
551591,-- Mixed mainly or solely with man-made filaments
551592,(-2006)  -- Mixed mainly or solely with wool or fine animal hair
551599,-- Other
5516,Woven fabrics of artificial staple fibres.
551611,-- Unbleached or bleached
551612,-- Dyed
551613,-- Of yarns of different colours
551614,-- Printed
551621,-- Unbleached or bleached
551622,-- Dyed
551623,-- Of yarns of different colours
551624,-- Printed
551631,-- Unbleached or bleached
551632,-- Dyed
551633,-- Of yarns of different colours
551634,-- Printed
551641,-- Unbleached or bleached
551642,-- Dyed
551643,-- Of yarns of different colours
551644,-- Printed
551691,-- Unbleached or bleached
551692,-- Dyed
551693,-- Of yarns of different colours
551694,-- Printed
56,"WADDING, FELT AND NONWOVENS; SPECIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF"
5601,"Wadding of textile materials and articles thereof; textile fibres, not exceeding 5 mm in length (flock), textile dust and mill neps."
560110,"(-2011) - Sanitary towels and tampons, napkins and napkin liners for babies and similar sanitary articles, of wadding"
560121,-- Of cotton
560122,-- Of man-made fibres
560129,-- Other
560130,- Textile flock and dust and mill neps
5602,"Felt, whether or not impregnated, coated, covered or laminated."
560210,- Needleloom felt and stitch-bonded fibre fabrics
560221,-- Of wool or fine animal hair
560229,-- Of other textile materials
560290,- Other
5603,"Nonwovens, whether or not impregnated, coated, covered or laminated."
560300,"(-1995) Nonwovens, whether or not impregnated, coated, covered or laminated"
560311,(1996-) -- Weighing not more than 25 g/m²
560312,(1996-) -- Weighing more than 25 g/m² but not more than 70 g/m²
560313,(1996-) -- Weighing more than 70 g/m² but not more than 150 g/m²
560314,(1996-) -- Weighing more than 150 g/m²
560391,(1996-) -- Weighing not more than 25 g/m²
560392,(1996-) -- Weighing more than 25 g/m² but not more than 70 g/m²
560393,(1996-) -- Weighing more than 70 g/m² but not more than 150 g/m²
560394,(1996-) -- Weighing more than 150 g/m²
5604,"Rubber thread and cord, textile covered; textile yarn, and strip and the like of heading 54.04 or 54.05, impregnated, coated, covered or sheathed with rubber or plastics."
560410,"- Rubber thread and cord, textile covered"
560420,"(-2006)  - High tenacity yarn of polyesters, of nylon or other polyamides or of viscose rayon, impregnated or coated"
560490,- Other
5605,"Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading 54.04 or 54.05, combined with metal in the form of thread, strip or powder or covered with metal."
560500,"Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading 54.04 or 54.05, combined with metal in the form of thread, strip or powder or covered with metal."
5606,"Gimped yarn, and strip and the like of heading 54.04 or 54.05, gimped (other than those of heading 56.05 and gimped horsehair yarn); chenille yarn (including flock chenille yarn); loop wale- yarn."
560600,"Gimped yarn, and strip and the like of heading 54.04 or 54.05, gimped (other than those of heading 56.05 and gimped horsehair yarn); chenille yarn (including flock chenille yarn); loop wale- yarn."
5607,"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, coated, covered or sheathed with rubber or plastics."
560710,(-2006)  - Of jute or other textile bast fibres of heading 53.03
560721,-- Binder or baler twine
560729,-- Other
560730,(-2001) - Of abaca (Manila hemp or Musa textilis Nee) or other hard (leaf) fibres
560741,-- Binder or baler twine
560749,-- Other
560750,- Of other synthetic fibres
560790,- Other
5608,"Knotted netting of twine, cordage or rope; made up fishing nets and other made up nets, of textile materials."
560811,-- Made up fishing nets
560819,-- Other
560890,- Other
5609,"Articles of yarn, strip or the like of heading 54.04 or 54.05, twine, cordage, rope or cables, not elsewhere specified or included."
560900,"Articles of yarn, strip or the like of heading 54.04 or 54.05, twine, cordage, rope or cables, not elsewhere specified or included."
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS
5701,"Carpets and other textile floor coverings, knotted, whether or not made up."
570110,- Of wool or fine animal hair
570190,- Of other textile materials
5702,"Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made up, including “Kelem”, “Schumacks”, “Karamanie” and similar hand-woven rugs."
570210,"- “Kelem”, “Schumacks”, “Karamanie” and similar hand-woven rugs"
570220,- Floor coverings of coconut fibres (coir)
570231,-- Of wool or fine animal hair
570232,-- Of man-made textile materials
570239,-- Of other textile materials
570241,-- Of wool or fine animal hair
570242,-- Of man-made textile materials
570249,-- Of other textile materials
570250,"(2007-) - Other, not of pile construction, not made up"
570251,(-2006)  -- Of wool or fine animal hair
570252,(-2006)  -- Of man-made textile materials
570259,(-2006)  -- Of other textile materials
570291,-- Of wool or fine animal hair
570292,-- Of man-made textile materials
570299,-- Of other textile materials
5703,"Carpets and other textile floor coverings, tufted, whether or not made up."
570310,- Of wool or fine animal hair
570320,- Of nylon or other polyamides
570330,- Of other man-made textile materials
570390,- Of other textile materials
5704,"Carpets and other textile floor coverings, of felt, not tufted or flocked, whether or not made up."
570410,"- Tiles, having a maximum surface area of 0.3 m²"
570490,- Other
5705,"Other carpets and other textile floor coverings, whether or not made up."
570500,"Other carpets and other textile floor coverings, whether or not made up."
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY
5801,"Woven pile fabrics and chenille fabrics, other than fabrics of heading 58.02 or 58.06."
580110,- Of wool or fine animal hair
580121,-- Uncut weft pile fabrics
580122,-- Cut corduroy
580123,-- Other weft pile fabrics
580124,"(-2011) -- Warp pile fabrics, épinglé (uncut)"
580125,"(-2011) -- Warp pile fabrics, cut"
580126,-- Chenille fabrics
580127,(2012-) -- Warp pile fabrics
580131,-- Uncut weft pile fabrics
580132,-- Cut corduroy
580133,-- Other weft pile fabrics
580134,"(-2011) -- Warp pile fabrics, épinglé (uncut)"
580135,"(-2011) -- Warp pile fabrics, cut"
580136,-- Chenille fabrics
580137,(2012-) -- Warp pile fabrics
580190,- Of other textile materials
5802,"Terry towelling and similar woven terry fabrics, other than narrow fabrics of heading 58.06; tufted textile fabrics, other than products of heading 57.03."
580211,-- Unbleached
580219,-- Other
580220,"- Terry towelling and similar woven terry fabrics, of other textile materials"
580230,- Tufted textile fabrics
5803,"Gauze, other than narrow fabrics of heading 58.06."
580300,"(2007-) Gauze, other than narrow fabrics of heading 58.06."
580310,(-2006)  - Of cotton
580390,(-2006)  - Of other textile materials
5804,"Tulles and other net fabrics, not including woven, knitted or crocheted fabrics; lace in the piece, in strips or in motifs, other than fabrics of headings 60.02 to 60.06."
580410,- Tulles and other net fabrics
580421,-- Of man-made fibres
580429,-- Of other textile materials
580430,- Hand-made lace
5805,"Hand-woven tapestries of the type Gobelins, Flanders, Aubusson, Beauvais and the like, and needle-worked tapestries (for example, petit point, cross stitch), whether or not made up."
580500,"Hand-woven tapestries of the type Gobelins, Flanders, Aubusson, Beauvais and the like, and needle-worked tapestries (for example, petit point, cross stitch), whether or not made up."
5806,"Narrow woven fabrics, other than goods of heading 58.07; narrow fabrics consisting of warp without weft assembled by means of an adhesive (bolducs)."
580610,- Woven pile fabrics (including terry towelling and similar terry fabrics) and chenille fabrics
580620,"- Other woven fabrics, containing by weight 5 % or more of lastomeric yarn or rubber thread"
580631,-- Of cotton
580632,-- Of man-made fibres
580639,-- Of other textile materials
580640,- Fabrics consisting of warp without weft assembled by means of an adhesive (bolducs)
5807,"Labels, badges and similar articles of textile materials, in the piece, in strips or cut to shape or size, not embroidered."
580710,- Woven
580790,- Other
5808,"Braids in the piece; ornamental trimmings in the piece, without embroidery, other than knitted or crocheted; tassels, pompons and similar articles."
580810,- Braids in the piece
580890,- Other
5809,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 56.05, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included."
580900,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 56.05, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included."
5810,"Embroidery in the piece, in strips or in motifs."
581010,- Embroidery without visible ground
581091,-- Of cotton
581092,-- Of man-made fibres
581099,-- Of other textile materials
5811,"Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, other than embroidery of heading 58.10."
581100,"Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, other than embroidery of heading 58.10."
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE"
5901,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like; tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a kind used for hat foundations."
590110,"- Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like"
590190,- Other
5902,"Tyre cord fabric of high tenacity yarn of nylon or other polyamides, polyesters or viscose rayon."
590210,- Of nylon or other polyamides
590220,- Of polyesters
590290,- Other
5903,"Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading 59.02."
590310,- With poly(vinyl chloride)
590320,- With polyurethane
590390,- Other
5904,"Linoleum, whether or not cut to shape; floor coverings consisting of a coating or covering applied on a textile backing, whether or not cut to shape."
590410,- Linoleum
590490,(2002-) - Other
590491,(-2001) - - With a base consisting of needleloom felt or nonwovens
590492,(-2001) - - With other textile base
5905,Textile wall coverings.
590500,Textile wall coverings.
5906,"Rubberised textile fabrics, other than those of heading 59.02."
590610,- Adhesive tape of a width not exceeding 20 cm
590691,-- Knitted or crocheted
590699,-- Other
5907,"Textile fabrics otherwise impregnated, coated or covered; painted canvas being theatrical scenery, studio back-cloths or the like."
590700,"Textile fabrics otherwise impregnated, coated or covered; painted canvas being theatrical scenery, studio back-cloths or the like."
5908,"Textile wicks, woven, plaited or knitted , for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated."
590800,"Textile wicks, woven, plaited or knitted , for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated."
5909,"Textile hosepiping and similar textile tubing, with or without lining, armour or accessories of other materials."
590900,"Textile hosepiping and similar textile tubing, with or without lining, armour or accessories of other materials."
5910,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material."
591000,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material."
5911,"Textile products and articles, for technical uses, specified in Note 7 to this Chapter."
591110,"- Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, leather or other material, of a kind used for card clothing, and similar fabrics of a kind used for other technical purposes, including narrow fabrics made o"
591120,"- Bolting cloth, whether or not made up"
591131,-- Weighing less than 650 g/m2
591132,-- Weighing 650 g/m2 or more
591140,"- Straining cloth of a kind used in oil presses or the like, including that of human hair"
591190,- Other
60,KNITTED OR CROCHETED FABRICS
6001,"Pile fabrics, including “long pile” fabrics and terry fabrics, knitted or crocheted."
600110,- “Long pile” fabrics
600121,-- Of cotton
600122,-- Of man-made fibres
600129,-- Of other textile materials
600191,-- Of cotton
600192,-- Of man-made fibres
600199,-- Of other textile materials
6002,"Knitted or crocheted fabrics of a width not exceeding 30 cm, containing by weight 5 % or more of elastomeric yarn or rubber thread, other than those of heading 60.01."
600210,"(-2001) - Of a width not exceeding 30 cm, containing by weight 5 % or more of elastomeric yarn or rubber thread"
600220,"(-2001) - Other, of a width not exceeding 30 cm"
600230,"(-2001) - Of a width exceeding 30 cm, containing by weight 5 % or more of elastomeric yarn or rubber thread"
600240,(2002-) - Containing by weight 5 % or more of elastomeric yarn but not containing rubber thread
600241,(-2001) - - Of wool or fine animal hair
600242,(-2001) - - Of cotton
600243,(-2001) - - Of man-made fibres
600249,(-2001) - - Other
